6.2,88
12.7,88
18.4,88
29.1,88
38.4,88
45.5,88
50.9,88
58.1,88
66.0,88
73.6,88
79.1,88
86.1,88
92.2,88
101.6,88
107.6,88
113.2,88
119.9,88
125.1,88
130.4,88
136.1,88
141.1,88
148.7,88
155.9,88
164.7,88
170.1,88
177.1,88
185.2,88
197.9,88
204.2,88
209.7,88
222.1,88
228.7,88
234.7,88
241.5,88
246.6,88
254.1,88
261.9,88
268.1,88
275.2,88
280.8,88
292.0,88
298.0,88
308.4,88
315.9,88
322.0,88
330.8,88
338.8,88
344.6,88
348.6,88
356.6,88
362.5,88
369.3,88
377.6,88
382.9,88
388.2,88
395.5,88
400.8,88
408.9,88
415.6,88
421.9,88
429.2,88
436.8,88
443.3,88
450.3,88
456.0,88
465.9,88
471.2,88
477.0,88
483.0,88
493.6,88
